dataset	cell_type	genes	p	p.adjust	absdpsi
scharer	aN	SMARCC2	4.3135994283097e-5	0.00167915885319079	0.131504764814388
scharer	aN	ZNF148	4.33546476494147e-5	0.00167915885319079	0.168579127457254
scharer	aN	TXNL1	4.58788593603429e-5	0.00174339665569303	0.433520847735457
scharer	aN	CSNK1D	4.7404503936584e-5	0.00176801242459778	0.207949703261498
scharer	aN	SNX25	6.07144586166215e-5	0.00222325308461592	0.201402722607624
scharer	aN	TMEM131	7.45579718480238e-5	0.00268142420182	0.226119180622134
scharer	aN	CHASERR,RP11-437B10.1	7.63974371407963e-5	0.00269937611230813	0.300815307875494
scharer	aN	FGR	7.84847200904708e-5	0.00270175417883334	0.13357740836797
scharer	aN	RBM23	7.91477142756539e-5	0.00270175417883334	0.134432192731105
scharer	aN	EIF4G2	8.19948748315207e-5	0.002751170916902	0.120560956392235
scharer	aN	PIK3AP1	8.4058219259879e-5	0.002751170916902	0.130737400650293
scharer	aN	ADAM28	8.46934443137657e-5	0.002751170916902	0.251667333484282
scharer	aN	ARHGAP25	8.8748772898955e-5	0.00283714331140469	0.108229950942004
scharer	aN	RBM39	9.45883270283474e-5	0.00297657641617331	0.097034661568191
scharer	aN	DPF2	9.79818731150074e-5	0.00303593065313269	0.134183073920537
scharer	aN	NARS1	1.0405808114225e-4	0.00316817524470382	0.118149709637649
scharer	aN	KLF3	1.0586894025383e-4	0.00316817524470382	0.15041662340491
scharer	aN	INSIG1	1.0696917410122e-4	0.00316817524470382	0.387292369414544
scharer	aN	SAFB2	1.1549922327659e-4	0.00337123819824724	0.216159083431124
scharer	aN	SRSF3	1.1790497339137e-4	0.00339229452014617	0.393918610918377
scharer	aN	EIF4A2	1.2162870699937e-4	0.00344748996956378	0.42294894103599
scharer	aN	ITGA4	1.2324691053058e-4	0.00344748996956378	0.235479449440832
scharer	aN	RPS6KB2	1.264725047179e-4	0.00345672817205966	0.151664176227536
scharer	aN	GSAP	1.2700987325343e-4	0.00345672817205966	0.38102658709771
scharer	aN	SEC31A	1.2979537765879e-4	0.00348543854139742	0.279847625009512
scharer	aN	HM13	1.4059199511056e-4	0.00372568787042986	0.170263288753903
scharer	aN	STAT6	1.447480505556e-4	0.00378600745219471	0.149901752339011
scharer	aN	TCP1	1.5354359390624e-4	0.00394047257999326	0.0969017944421196
scharer	aN	TCF3	1.5609381843213e-4	0.00394047257999326	0.22753015579452401
scharer	aN	GTF2E2	1.5652324051611e-4	0.00394047257999326	0.148625208604416
scharer	aN	CCNL1	1.6205286437481e-4	0.00402931443025779	0.290470317542527
scharer	aN	PPP4R3A	1.6643590094754e-4	0.00406345389814576	0.394532570909421
scharer	aN	FBXL5	1.685895225832e-4	0.00406345389814576	0.103891466981254
scharer	aN	ARGLU1	1.6947871273299e-4	0.00406345389814576	0.324174082116796
scharer	aN	SUZ12	1.8465346316891e-4	0.0043752008802612	0.274160182672634
scharer	aN	COPS8	1.9763957526853e-4	0.00462844307663751	0.0950908122583451
scharer	aN	COPS8	2.0083409797368e-4	0.0046491939461953	0.236400699982219
scharer	aN	SEC61B	2.0318131224313e-4	0.00465008139610991	0.142743529801829
scharer	aN	CLTC	2.084139412439e-4	0.00471624356927221	0.227821502073931
scharer	aN	NECAP2	2.2315946396841e-4	0.00499381289369319	0.147795908142556
scharer	aN	AKR1A1	2.2642374776638e-4	0.00499712736639011	0.112201736416729
scharer	aN	RBM14,RBM14-RBM4,RBM4	2.2826996907045e-4	0.00499712736639011	0.425811101330843
scharer	aN	SRSF11	2.3658352363697e-4	0.00507151082766802	0.248358253847437
scharer	aN	SAFB	2.3867252938209e-4	0.00507151082766802	0.269406437490346
scharer	aN	LUC7L2,FMC1-LUC7L2	2.3922220885226e-4	0.00507151082766802	0.207788342700521
scharer	aN	RFC1	2.5289439916555e-4	0.00530551374916072	0.221783990537108
scharer	aN	NAP1L4	2.6523068881153e-4	0.00542441458027773	0.298391206439335
scharer	aN	ANKRD12	2.6712872666108e-4	0.00542441458027773	0.1436896477563
scharer	aN	RFTN1	2.675468271053e-4	0.00542441458027773	0.251287239396466
scharer	aN	PSMB8	2.6933538134447e-4	0.00542441458027773	0.271987949272692
scharer	aN	SIPA1L1	2.7589938587289e-4	0.00544864036869078	0.340576355662104
scharer	aN	SH3KBP1	2.7668710243231e-4	0.00544864036869078	0.116660350711261
scharer	aN	IL4R	2.7865439820017e-4	0.00544864036869078	0.250289520199918
scharer	aN	CLDND1	2.8903052936494e-4	0.00559718736674035	0.517271499835606
scharer	aN	GPBP1	2.9836474046893e-4	0.00572291987908978	0.256292408636492
scharer	aN	BTF3L4	3.1450204397009e-4	0.00595130784820743	0.231563418115503
scharer	aN	RAB4A	3.1618169799314e-4	0.00595130784820743	0.140438224343811
scharer	aN	ZNF76	0.00032020251402541003	0.00596606530502414	0.26103103464132
scharer	aN	DOCK8	3.2289032683596e-4	0.00596606530502414	0.371953147445175
scharer	aN	MRPL55	3.2755738334052e-4	0.00598208710823844	0.244091437035978
scharer	aN	CHPT1	3.2969794886517e-4	0.00598208710823844	0.206755278606658
scharer	aN	EIF4H	3.4376658837864e-4	0.00618165990173749	0.272568691792272
scharer	aN	ACSL3	3.5085667716501e-4	0.00620679136253907	0.253197203451012
scharer	aN	WDFY2	3.513278129739e-4	0.00620679136253907	0.150919914958301
scharer	aN	MEF2C	3.6304607399143e-4	0.00635804167842389	0.200358916141997
scharer	aN	EPC1	3.9791672801279e-4	0.00690865767429104	0.374432304443618
scharer	aN	ARRDC2	4.1246039048856e-4	0.00709995920037589	0.117035820752197
scharer	aN	CLK3	4.2879289271767e-4	0.00731826522244811	0.0935030414411908
scharer	aN	NASP	4.3240991135616e-4	0.00731826522244811	0.130347191125584
scharer	aN	NCOA1	4.5858637124664e-4	0.007636713264383	0.106017795852967
scharer	aN	MRPL9	4.6060183173855e-4	0.007636713264383	0.134843596748033
scharer	aN	SRSF11	4.628352769544e-4	0.007636713264383	0.281188225614355
scharer	aN	KLF6	4.6639311396182e-4	0.007636713264383	0.0595641576309433
scharer	aN	FMNL1	4.8320549560743e-4	0.00776347308061343	0.118017249064935
scharer	aN	EAF2	4.8364378580127e-4	0.00776347308061343	0.0642746730392834
scharer	aN	NBR1	4.8569891169676e-4	0.00776347308061343	0.153649103219726
scharer	aN	ADIPOR1	5.1143854056484e-4	0.00802064132944775	0.31130929409198
scharer	aN	ACTR10	5.130500389902e-4	0.00802064132944775	0.187754594529334
scharer	aN	MACF1	5.1373521921487e-4	0.00802064132944775	0.348927498459913
scharer	aN	PHIP	5.2399438303843e-4	0.0081062341761727209	0.375871170499459
scharer	aN	EIF3A	5.3063644085972e-4	0.0081062341761727209	0.15181620197738
scharer	aN	FCHSD2	5.3129240876603e-4	0.0081062341761727209	0.111514940436609
scharer	aN	HNRNPC	5.3850131775752e-4	0.00815444852604245	0.0961900731157088
scharer	aN	PRPF40A	5.4794445879704e-4	0.00823552343296458	0.12407759521328
scharer	aN	TMEM159	5.5262833662652e-4	0.00824439607382083	0.185385489266002
scharer	aN	IDH3A	5.587499850774e-4	0.00827442992607269	0.471719318962067
scharer	aN	ARID4B	5.9755189182667e-4	0.00878444897911621	0.257173306078973
scharer	aN	TXNDC5,BLOC1S5-TXNDC5	6.1332945642182e-4	0.008951054530678	0.21405670788717
scharer	aN	RP11-729L2.2,SMAD4	6.2156028527271e-4	0.00899090712694784	0.257906760022018
scharer	aN	CDK14	6.249885788345e-4	0.00899090712694784	0.184602899561841
scharer	aN	SEL1L3	6.3990639364765e-4	0.00914022323976156	0.156228477111262
scharer	aN	WDFY4	6.7522385399044e-4	0.00957676649251234	0.411101236681667
scharer	aN	HSPA9	6.8323550497999e-4	0.00961148928705731	0.0769799770439403
scharer	aN	USP10	6.8731556460853e-4	0.00961148928705731	0.458401677999478
scharer	aN	RWDD3,TLCD4-RWDD3	6.9198904996192e-4	0.00961148928705731	0.190175965718027
scharer	aN	GSAP	7.0955192941756e-4	0.00978792867018472	0.313063402636905
scharer	aN	FIP1L1,RP11-231C18.3	7.1779761250159e-4	0.00983431558896748	0.366354401005458
scharer	aN	CBWD2	7.2637911796214e-4	0.00988464556470102	0.270232617463928
scharer	aN	SNAP23	7.460421855012e-4	0.0100426491193251	0.155630763915775
scharer	aN	TLK1	7.4796294334596e-4	0.0100426491193251	0.346024694070299
scharer	aN	TASOR	7.8512151406011e-4	0.0104717531742852	0.179620702199446
scharer	aN	SKP1,CTD-2410N18.5	8.0337055641047e-4	0.0106446598724387	0.0827448421065397
scharer	aN	EIF2AK1	8.1259015589548e-4	0.0106964481959052	0.0965442758486265
scharer	aN	EMC4	8.3204733671311e-4	0.0108146775589605	0.0706414606916494
scharer	aN	TAZ	8.3645682500779e-4	0.0108146775589605	0.415761385575519
scharer	aN	SLC15A4	8.3768108202474e-4	0.0108146775589605	0.185729664307369
scharer	aN	NAA20	8.6935793712722e-4	0.0110405858730492	0.170627411485005
scharer	aN	RBM5	8.7072142193766e-4	0.0110405858730492	0.178994760738146
scharer	aN	VTA1	8.7162520050388e-4	0.0110405858730492	0.323505568056738
scharer	aN	SAFB2	8.7890442692638e-4	0.0110632094739359	0.227508827817338
scharer	aN	SLC38A2	8.939635105147e-4	0.0111828727340163	0.244341205868724
scharer	aN	HNRNPH1	9.0486851258306e-4	0.0112494147181623	0.316435881746347
scharer	aN	PRPF38B	9.5426629900677e-4	0.0117907504674824	0.266971289726246
scharer	aN	WASHC3	9.6482553097468e-4	0.0118485281669696	0.390680132332044
scharer	aN	ARID4B	9.7874204029532e-4	0.0119275598287384	0.296353567279589
scharer	aN	YARS1	9.8310572570535e-4	0.0119275598287384	0.415511394343879
scharer	aN	PML	9.9095372853287e-4	0.0119507832890132	0.32527807609097
scharer	aN	NFX1	0.0010004147214477	0.0119930669583075	0.374777642424097
scharer	aN	ZRSR2	0.00101707123473044	0.0120612626331231	0.254091646268336
scharer	aN	ODC1	0.00101825627322117	0.0120612626331231	0.177539747294444
scharer	aN	RAB3GAP2	0.00102914606569834	0.0120612626331231	0.255968906052419
scharer	aN	TENT2	0.00103005817919423	0.0120612626331231	0.168786914171485
scharer	aN	PPP4R3B	0.00104951031040639	0.0122179986425345	0.444295685676914
scharer	aN	LAMTOR5	0.00106153573059606	0.0122561180594614	0.224409165890407
scharer	aN	SUCLG2	0.00106495564071785	0.0122561180594614	0.296264284290751
scharer	aN	GAPT	0.00109358335891667	0.0125044029341593	0.177857603691862
scharer	aN	PDLIM2,AC037459.4	0.00109894703045988	0.0125044029341593	0.0975174427867662
scharer	aN	PSMC6	0.00111336258181349	0.0125598344571681	0.300508015527967
scharer	aN	U2AF1L4,AD000671.6	0.00112207450423689	0.0125598344571681	0.243510034724433
scharer	aN	NR1H2	0.00112252740928017	0.0125598344571681	0.139317130270202
scharer	aN	YRDC	0.00114481653926815	0.0126614772149758	0.117852751352724
scharer	aN	ARHGAP15	0.00114724326414825	0.0126614772149758	0.288093678923136
scharer	aN	ACAA1	0.00115554909714004	0.0126614772149758	0.189801731596091
scharer	aN	SP100	0.00116217082300444	0.0126614772149758	0.062614644907235
scharer	aN	SLC50A1	0.0011630453251095	0.0126614772149758	0.137732406137389
scharer	aN	PPIL4	0.00117713302473397	0.0126990505300185	0.299030109877542
scharer	aN	BUD31	0.00118436723421142	0.0126990505300185	0.230445645554933
scharer	aN	GTF2I	0.00118541285980312	0.0126990505300185	0.33872624508647
scharer	aN	SP3	0.00119307519448543	0.0127135102735114	0.29563438418319
scharer	aN	ANXA7	0.00122310558333439	0.0129649191833445	0.153414046399849
scharer	aN	LYRM2	0.00124196345852035	0.013095886939581	0.282262979722497
scharer	aN	SYNE1	0.00126224008010466	0.0132403725069311	0.371863903204625
scharer	aN	PLSCR1	0.00129454616303509	0.0135088910484595	0.308092752916881
scharer	aN	NNT	0.0013515973565423	0.0139730630162716	0.281890511626562
scharer	aN	SNRNP70	0.0013529033208406	0.0139730630162716	0.397399859425784
scharer	aN	NFKBIZ	0.00136954169840055	0.0140439399288273	0.063533852779929
scharer	aN	HNRNPK	0.0013748967164981	0.0140439399288273	0.120513673456668
scharer	aN	RP11-449K6.5,PARL	0.00138068525616078	0.0140439399288273	0.136735009414552
scharer	aN	PRKX	0.00140137692197745	0.014182779501822	0.254803784563715
scharer	aN	ZNF821	0.0014218243992265	0.0143177717002108	0.47073234556692
scharer	aN	KTN1	0.00147087549480987	0.0147106720131002	0.364817253812034
scharer	aN	IFITM2,RP11-326C3.17,IFITM1	0.0014754497252464	0.0147106720131002	0.197813719963715
scharer	aN	UBAP2L	0.00148312338472866	0.0147143374228745	0.160149874995212
scharer	aN	LGALS9	0.00152544219990893	0.0150600028951793	0.0702943191379801
scharer	aN	MAN1A1	0.00155003312173527	0.0151128449759498	0.108657549292643
scharer	aN	SCIMP	0.00155041212660194	0.0151128449759498	0.156732163325954
scharer	aN	SINHCAF	0.00155330631083496	0.0151128449759498	0.236344576573364
scharer	aN	BACH2	0.00157850519823592	0.0152841801406112	0.291945468820689
scharer	aN	ZC3HAV1	0.00162886835773923	0.0156963678109417	0.421800435610466
scharer	aN	HNRNPA2B1	0.0016513078879949	0.0158368289829606	0.177475295483886
scharer	aN	ARL6IP4	0.00166962276050681	0.0159365888135579	0.131828168683934
scharer	aN	BUD31	0.00168030696827047	0.0159629161985695	0.0975499710960837
scharer	aN	PARP15	0.00170787323483344	0.0161486229810073	0.26390061214628
scharer	aN	MTF2	0.00175604164822727	0.0165264854183632	0.285971795865372
scharer	aN	PARM1	0.00180950573165809	0.0169504397374855	0.399183462022321
scharer	aN	C1orf43	0.00184285419608393	0.0171829090320048	0.273072739604607
scharer	aN	BCCIP	0.00185489956204296	0.0172155194375785	0.491220117401907
scharer	aN	PLSCR1	0.0018921341353221	0.0174194899171267	0.315300137902672
scharer	aN	APEH	0.00189417492147505	0.0174194899171267	0.14028399161449
scharer	aN	ADGRE5	0.00191579287128405	0.017538212921664	0.172460634684121
scharer	aN	UBE2Q2	0.00193328230108844	0.0176182378026792	0.12295925629793
scharer	aN	IFNAR1	0.0019547802112545	0.0177339069615611	0.323372065889386
scharer	aN	GUK1	0.00198544024542277	0.0178433033774044	0.0601719099848855
scharer	aN	TCF3	0.00198627308775044	0.0178433033774044	0.201903687800708
scharer	aN	TSTD1,RP11-544M22.13	0.00199341770601588	0.0178433033774044	0.0733627690694055
scharer	aN	TCERG1	0.00203262377472532	0.0180974441141785	0.237770268731766
scharer	aN	CNOT8	0.00204486722063392	0.0180974441141785	0.279568201144779
scharer	aN	ZFAND6	0.00204876725820889	0.0180974441141785	0.0885664244704739
scharer	aN	M6PR	0.00206189955599957	0.0181339113789656	0.237945721922596
scharer	aN	SLTM	0.00212130637563974	0.0185752653936454	0.252806885197672
scharer	aN	CTBS	0.00214168972126531	0.0186725675265296	0.3133618099222
scharer	aN	DCP1A	0.00216598170683165	0.01880296188603	0.196781208693193
scharer	aN	RP5-940J5.10,CHD4	0.00220554808367271	0.0190642654099435	0.0673252569174731
scharer	aN	EIF4E2	0.00225250210941887	0.0193869198648274	0.0931231001195283
scharer	aN	PDCD10	0.00229267709936281	0.0194738512047331	0.368432580470979
scharer	aN	ITPR1	0.00229492559099161	0.0194738512047331	0.18444373921179
scharer	aN	PPP1R7	0.00229735633315517	0.0194738512047331	0.168817516448062
scharer	aN	WDR74	0.00230127933799726	0.0194738512047331	0.142407480523295
scharer	aN	CENPC	0.00233366997304404	0.019665319354438	0.150504774281714
scharer	aN	BCL11A	0.00243686847510583	0.0204493879535964	0.345840748619094
scharer	aN	NA	0.00246668568940715	0.0206137136035934	0.25167399210023
scharer	aN	LMBRD1	0.00253235326243153	0.0209991808523435	0.198004328459246
scharer	aN	MEI1	0.00253366481982099	0.0209991808523435	0.213347481736053
scharer	aN	DMXL1	0.00255580622584751	0.0210958759789217	0.263201920739338
scharer	aN	UBL7	0.00258540710642794	0.0212531016830444	0.366499568386411
scharer	aN	IDS,AF011889.5	0.00265151598379624	0.0217079398022993	0.334911533333998
scharer	aN	SNX10	0.00273010560847832	0.022198901253681	0.189092328321182
scharer	aN	ZC3H15	0.0027335290520918	0.022198901253681	0.107151478799089
scharer	aN	CHCHD7	0.00283702579294912	0.0229468672570263	0.233323374896481
scharer	aN	C2CD5	0.00286614034996823	0.0230896266593441	0.309207525643776
scharer	aN	PUF60	0.00291428375847305	0.023307452440676	0.0615531774284769
scharer	aN	NNT	0.00291632473438449	0.023307452440676	0.223435516982027
scharer	aN	CHD9	0.00293492453681204	0.0233633913720927	0.221654444481175
scharer	aN	MTSS1	0.00298054225044954	0.0236331184740369	0.194002986688815
scharer	aN	ZNF43	0.0031162687569262	0.0244884848768434	0.309420253376193
scharer	aN	ANKRD13C	0.0031176650147861	0.0244884848768434	0.333260698653835
scharer	aN	CD79B,CTC-264K15.5	0.00312489603443335	0.0244884848768434	0.100896207063245
scharer	aN	TENT2	0.00314669103463137	0.0245637044331301	0.274393016510104
scharer	aN	KYNU	0.00319008753063677	0.0248063177092759	0.278497107878051
scharer	aN	OCIAD2	0.0032049752062563	0.0248262310207699	0.124063323898215
scharer	aN	MRPL22	0.00324922167258347	0.0250725381171767	0.121324464670999
scharer	aN	LYPLAL1	0.00326606762613027	0.0251063366375052	0.212051314340776
scharer	aN	RASGRP2	0.00330643970608799	0.0253200363804609	0.0773240690392416
scharer	aN	KRAS	0.00339613991638753	0.0259084310288049	0.213216561359278
scharer	aN	GGNBP2	0.00351033138010651	0.0266785184888095	0.229949028738566
scharer	aN	ATP8A1	0.00354346679171466	0.0268291057086967	0.25526395671666
scharer	aN	ERBIN	0.00356774191613582	0.0269117311576687	0.166657988812264
scharer	aN	HMGN3	0.00360384610477302	0.0270826345336301	0.228967428490846
scharer	aN	RABGEF1,RP11-792A8.5	0.00364733717942082	0.0271979404116218	0.232299028083373
scharer	aN	MAP4K4	0.00369097609210934	0.0271979404116218	0.07455996174636
scharer	aN	HINT2,RP11-112J3.21	0.00369688480661665	0.0271979404116218	0.209824684649637
scharer	aN	MAP3K1	0.00369694922166589	0.0271979404116218	0.266607125714891
scharer	aN	CRBN	0.0037156008681141	0.0271979404116218	0.173036958794507
scharer	aN	ME2	0.00372938030888212	0.0271979404116218	0.147345783162054
scharer	aN	PACS1	0.00373775938864892	0.0271979404116218	0.127005064978533
scharer	aN	DOCK8	0.00374473191989195	0.0271979404116218	0.0941047423669304
scharer	aN	CCND3	0.00376168959606662	0.0271979404116218	0.072974194715
scharer	aN	GPBP1L1	0.00376601209306445	0.0271979404116218	0.201289574415728
scharer	aN	ATP6V1B2	0.00376773851779667	0.0271979404116218	0.129910713535663
scharer	aN	MORC3	0.00386757936358761	0.027818945850948	0.193875063309438
scharer	aN	DCAF10	0.00391306873256872	0.0280459801686598	0.229475973750712
scharer	aN	TMED5	0.00402235204547654	0.0286149262610213	0.28775734325156
scharer	aN	ACSS1	0.00402868589783191	0.0286149262610213	0.117705922820742
scharer	aN	MARS1	0.00404556207858235	0.0286149262610213	0.205648993457606
scharer	aN	USP25	0.00404928201806905	0.0286149262610213	0.149862149632439
scharer	aN	TNRC6B	0.00406481264160523	0.0286242400706047	0.259639483891857
scharer	aN	HMGXB4	0.00408738856129235	0.0286829287889993	0.493989585487285
scharer	aN	EPS15	0.00410375624675609	0.0286977954200235	0.205070349339126
scharer	aN	DGUOK	0.00440512126388907	0.0306986651400436	0.269661295676443
scharer	aN	HNRNPH3	0.00450699962970046	0.031300335359368	0.206151348626232
scharer	aN	QRSL1	0.00458303409488822	0.0317190057288827	0.0983480212022739
scharer	aN	CHUK	0.00461230042735505	0.0317751305586051	0.147254792508835
scharer	aN	AKAP13	0.00462269774263719	0.0317751305586051	0.126283954674352
scharer	aN	PXK	0.00470495753984239	0.0322305594736142	0.311368650085694
scharer	aN	YBX3	0.00476120066935792	0.0322745212943264	0.103335524531618
scharer	aN	NFATC3	0.00477288152929954	0.0322745212943264	0.108166446560781
scharer	aN	RNMT	0.00477438458171842	0.0322745212943264	0.116445309801933
scharer	aN	NIN	0.00479616455991316	0.0322745212943264	0.0889821108837348
scharer	aN	RILPL2	0.00479906735826219	0.0322745212943264	0.107341754919866
scharer	aN	MVP	0.00480752551554018	0.0322745212943264	0.207983872176503
scharer	aN	EIF4E	0.00486009937968577	0.0325007884778831	0.146557438016735
scharer	aN	SECISBP2	0.00490935057587911	0.0325007884778831	0.216859385391532
scharer	aN	CCNDBP1	0.00491204473131163	0.0325007884778831	0.167435737939139
scharer	aN	USP8	0.00491892491180642	0.0325007884778831	0.230655364848285
scharer	aN	DUSP22	0.00493750666004018	0.0325007884778831	0.132314861372168
scharer	aN	TOMM34	0.0049380542573149	0.0325007884778831	0.342791577098978
scharer	aN	BPTF	0.00499902009737981	0.0327580523844814	0.136796398354918
scharer	aN	RABEP1	0.00500967236068534	0.0327580523844814	0.258864921850886
scharer	aN	GOLM2	0.00513289675148982	0.0334551911245971	0.358451968405684
scharer	aN	LSM14A	0.00515074086115455	0.0334632003044041	0.0622770168360059
scharer	aN	TMUB2	0.00517593412958123	0.0335187502796675	0.121011953447607
scharer	aN	HACL1	0.00525806846016332	0.0338009908433464	0.204951813645418
scharer	aN	PAF1	0.0052655388108968	0.0338009908433464	0.127772939609761
scharer	aN	ZNF331	0.00527998376134763	0.0338009908433464	0.220674298793736
scharer	aN	DNAJC19	0.00529333195692017	0.0338009908433464	0.271482693558937
scharer	aN	ZFAND5	0.00530343252556974	0.0338009908433464	0.282388864972246
scharer	aN	VDAC2	0.00538541792676334	0.0342152419700359	0.272113689961516
scharer	aN	PIK3CD	0.00541397609097858	0.0342608426915886	0.156421592393924
scharer	aN	PANK2	0.00542661808272928	0.0342608426915886	0.46130153728809
scharer	aN	RP11-468E2.4,IRF9	0.00548518370892708	0.0345223749680598	0.0605313416259677
scharer	aN	UFD1	0.00565172420031287	0.0353701960724261	0.205713994555829
scharer	aN	KDM7A	0.00565501645249315	0.0353701960724261	0.238816023984636
scharer	aN	SMIM14	0.00571151949801069	0.0355657194660441	0.176276779377717
scharer	aN	RP11-561B11.2,PSMA6	0.00572159538579856	0.0355657194660441	0.110575130451943
scharer	aN	MRPS27	0.00581077341540166	0.0359501821488391	0.448144126490645
scharer	aN	WIPF1	0.00581914567056681	0.0359501821488391	0.0849212742085663
scharer	aN	GNB5	0.00596169031261661	0.0366271322238464	0.21605614648855
scharer	aN	CD1C	0.00596509402652513	0.0366271322238464	0.242960917807177
scharer	aN	RASA2	0.00602760962144638	0.0368984978042341	0.427589874553562
scharer	aN	EWSR1	0.00634611522693866	0.0387305335365287	0.209262499500121
scharer	aN	BCLAF1	0.00643441170566944	0.0390286432158361	0.180077221644263
scharer	aN	NELFCD	0.00645027596737293	0.0390286432158361	0.307102146268873
scharer	aN	MTSS1	0.00645309741354192	0.0390286432158361	0.327802048478792
scharer	aN	USP48	0.00647853105492632	0.0390651543252144	0.202289463563142
scharer	aN	PPP6R3	0.00652524430850786	0.0391818059241686	0.312874673298511
scharer	aN	SF3B3	0.00653678589400231	0.0391818059241686	0.324218968447876
scharer	aN	ARAP1	0.00657490523572146	0.0392933505778725	0.159763780120271
scharer	aN	P2RX5-TAX1BP3,P2RX5	0.00661709481547873	0.0394284880425271	0.54072471749629
scharer	aN	WAC	0.00664060674064471	0.0394518642349807	0.119382527296503
scharer	aN	CD164	0.00672360246653552	0.0398274569635369	0.0811524055970924
scharer	aN	CRBN	0.00685954190388415	0.0405135407461076	0.142504772257037
